id;grp
173;Gruppe 6 - AL (PV 2) LEE C104
174;
175;
176;Gruppe 2 (PV 2) HG E41
177;Gruppe 4 (PV 2) LEE C114
178;
179;Gruppe 6 - AL (PV 2) LEE C104
180;Gruppe 2 (PV 2) HG E41
181;
182;Gruppe 1 (PV2) ML D28
183;Gruppe 1 (PV2) ML D28
184;Gruppe 1 (PV2) ML D28
185;Gruppe 4 (PV 2) LEE C114
186;
187;Gruppe 1 (PV2) ML D28
188;Gruppe 1 (PV2) ML D28
189;Gruppe 5 (PV 2) LEE D101
190;Gruppe 3 (PV 2) LEE D105
191;Gruppe 1 (PV2) ML D28
192;Gruppe 1 (PV2) ML D28
193;Gruppe 5 (PV 2) LEE D101
194;Gruppe 1 (PV2) ML D28
195;
196;
197;Gruppe 1 (PV2) ML D28
198;Gruppe 1 (PV2) ML D28
199;Gruppe 1 (PV2) ML D28
200;Gruppe 1 (PV2) ML D28
201;Gruppe 3 (PV 2) LEE D105
202;
203;
204;
205;Gruppe 1 (PV2) ML D28
206;
207;Gruppe 2 (PV 2) HG E41
208;Gruppe 4 (PV 2) LEE C114
209;
210;Gruppe 4 (PV 2) LEE C114
211;Gruppe 1 (PV2) ML D28
212;
213;
214;
215;Gruppe 6 - AL (PV 2) LEE C104
216;
217;Gruppe 1 (PV2) ML D28
218;
219;Gruppe 2 (PV 2) HG E41
220;Gruppe 2 (PV 2) HG E41
221;Gruppe 2 (PV 2) HG E41
222;Gruppe 2 (PV 2) HG E41
223;
224;Gruppe 3 (PV 2) LEE D105
225;Gruppe 5 (PV 2) LEE D101
226;
227;Gruppe 1 (PV2) ML D28
228;
229;Gruppe 6 - AL (PV 2) LEE C104
230;
231;
232;
233;Gruppe 4 (PV 2) LEE C114
234;
235;
236;Gruppe 6 - AL (PV 2) LEE C104
237;
238;Gruppe 1 (PV2) ML D28
239;Gruppe 5 (PV 2) LEE D101
240;Gruppe 3 (PV 2) LEE D105
241;Gruppe 1 (PV2) ML D28
242;
243;
244;Gruppe 3 (PV 2) LEE D105
245;Gruppe 6 - AL (PV 2) LEE C104
246;
247;Gruppe 1 (PV2) ML D28
248;Gruppe 5 (PV 2) LEE D101
249;
250;Gruppe 3 (PV 2) LEE D105
251;
252;Gruppe 4 (PV 2) LEE C114
253;
254;Gruppe 4 (PV 2) LEE C114
255;
256;Gruppe 4 (PV 2) LEE C114
257;
258;Gruppe 1 (PV2) ML D28
259;
260;
261;
262;Gruppe 1 (PV2) ML D28
263;Gruppe 2 (PV 2) HG E41
264;Gruppe 4 (PV 2) LEE C114
265;Gruppe 2 (PV 2) HG E41
266;Gruppe 1 (PV2) ML D28
267;
268;Gruppe 1 (PV2) ML D28
269;
270;Gruppe 4 (PV 2) LEE C114
271;
272;Gruppe 1 (PV2) ML D28
273;Gruppe 1 (PV2) ML D28
274;Gruppe 1 (PV2) ML D28
275;
276;Gruppe 1 (PV2) ML D28
277;Gruppe 1 (PV2) ML D28
278;
279;Gruppe 3 (PV 2) LEE D105
280;
281;
282;
283;
284;Gruppe 4 (PV 2) LEE C114
285;Gruppe 3 (PV 2) LEE D105
286;Gruppe 3 (PV 2) LEE D105
287;
288;Gruppe 6 - AL (PV 2) LEE C104
289;Gruppe 2 (PV 2) HG E41
290;Gruppe 2 (PV 2) HG E41
291;Gruppe 1 (PV2) ML D28
292;Gruppe 1 (PV2) ML D28
293;Gruppe 4 (PV 2) LEE C114
294;Gruppe 3 (PV 2) LEE D105
295;Gruppe 5 (PV 2) LEE D101
296;
297;
298;Gruppe 2 (PV 2) HG E41
299;Gruppe 1 (PV2) ML D28
300;
301;Gruppe 1 (PV2) ML D28
302;Gruppe 1 (PV2) ML D28
303;Gruppe 1 (PV2) ML D28
304;Gruppe 5 (PV 2) LEE D101
305;Gruppe 6 - AL (PV 2) LEE C104
306;Gruppe 4 (PV 2) LEE C114
307;Gruppe 3 (PV 2) LEE D105
308;Gruppe 1 (PV2) ML D28
309;
310;Gruppe 3 (PV 2) LEE D105
311;Gruppe 3 (PV 2) LEE D105
312;Gruppe 2 (PV 2) HG E41
313;
314;Gruppe 2 (PV 2) HG E41
315;Gruppe 5 (PV 2) LEE D101
316;
317;Gruppe 3 (PV 2) LEE D105
318;Gruppe 2 (PV 2) HG E41
319;Gruppe 4 (PV 2) LEE C114
320;
321;Gruppe 3 (PV 2) LEE D105
322;Gruppe 1 (PV2) ML D28
323;
324;Gruppe 3 (PV 2) LEE D105
325;
326;
327;Gruppe 4 (PV 2) LEE C114
328;Gruppe 4 (PV 2) LEE C114
329;Gruppe 3 (PV 2) LEE D105
330;Gruppe 2 (PV 2) HG E41
331;Gruppe 1 (PV2) ML D28
332;
333;
334;Gruppe 2 (PV 2) HG E41
335;Gruppe 1 (PV2) ML D28
336;
337;
338;Gruppe 2 (PV 2) HG E41
339;Gruppe 4 (PV 2) LEE C114
340;Gruppe 1 (PV2) ML D28
341;Gruppe 2 (PV 2) HG E41
342;Gruppe 3 (PV 2) LEE D105
343;
344;
345;
346;Gruppe 3 (PV 2) LEE D105
347;Gruppe 4 (PV 2) LEE C114
348;
349;Gruppe 1 (PV2) ML D28
350;Gruppe 6 - AL (PV 2) LEE C104
351;
352;
353;Gruppe 1 (PV2) ML D28
354;Gruppe 2 (PV 2) HG E41
355;
356;Gruppe 1 (PV2) ML D28
357;Gruppe 2 (PV 2) HG E41
358;
359;Gruppe 1 (PV2) ML D28
360;Gruppe 1 (PV2) ML D28
361;Gruppe 1 (PV2) ML D28
362;Gruppe 2 (PV 2) HG E41
363;Gruppe 5 (PV 2) LEE D101
364;
365;Gruppe 3 (PV 2) LEE D105
366;Gruppe 1 (PV2) ML D28
367;Gruppe 1 (PV2) ML D28
368;Gruppe 5 (PV 2) LEE D101
369;Gruppe 3 (PV 2) LEE D105
370;Gruppe 4 (PV 2) LEE C114
371;Gruppe 3 (PV 2) LEE D105
372;Gruppe 1 (PV2) ML D28
373;
374;
375;Gruppe 4 (PV 2) LEE C114
376;
377;
378;
379;
380;
381;Gruppe 5 (PV 2) LEE D101
382;Gruppe 1 (PV2) ML D28
383;
384;Gruppe 6 - AL (PV 2) LEE C104
385;Gruppe 2 (PV 2) HG E41
386;
387;
388;Gruppe 1 (PV2) ML D28
389;Gruppe 2 (PV 2) HG E41
390;Gruppe 2 (PV 2) HG E41
391;
392;
393;
394;Gruppe 6 - AL (PV 2) LEE C104
395;Gruppe 1 (PV2) ML D28
396;
397;Gruppe 1 (PV2) ML D28
398;Gruppe 3 (PV 2) LEE D105
399;Gruppe 1 (PV2) ML D28
400;
401;
402;Gruppe 4 (PV 2) LEE C114
403;Gruppe 4 (PV 2) LEE C114
404;Gruppe 5 (PV 2) LEE D101
405;
406;
407;Gruppe 2 (PV 2) HG E41
408;Gruppe 1 (PV2) ML D28
409;
410;
411;
412;
413;Gruppe 2 (PV 2) HG E41
414;
415;Gruppe 1 (PV2) ML D28
417;Gruppe 1 (PV2) ML D28
418;Gruppe 4 (PV 2) LEE C114
419;Gruppe 1 (PV2) ML D28
420;Gruppe 1 (PV2) ML D28
421;Gruppe 3 (PV 2) LEE D105
422;Gruppe 4 (PV 2) LEE C114
423;Gruppe 2 (PV 2) HG E41
424;Gruppe 2 (PV 2) HG E41
425;
426;
427;
428;Gruppe 4 (PV 2) LEE C114
429;
430;Gruppe 5 (PV 2) LEE D101
431;Gruppe 1 (PV2) ML D28
432;Gruppe 2 (PV 2) HG E41
433;
434;
435;Gruppe 5 (PV 2) LEE D101
436;Gruppe 4 (PV 2) LEE C114
437;Gruppe 1 (PV2) ML D28
438;
439;Gruppe 1 (PV2) ML D28
440;
441;
442;Gruppe 5 (PV 2) LEE D101
443;
444;
445;
446;Gruppe 3 (PV 2) LEE D105
447;Gruppe 5 (PV 2) LEE D101
448;Gruppe 1 (PV2) ML D28
449;
450;Gruppe 5 (PV 2) LEE D101
451;Gruppe 4 (PV 2) LEE C114
452;
453;
454;Gruppe 3 (PV 2) LEE D105
455;Gruppe 1 (PV2) ML D28
456;Gruppe 1 (PV2) ML D28
457;Gruppe 5 (PV 2) LEE D101
458;Gruppe 1 (PV2) ML D28
459;Gruppe 5 (PV 2) LEE D101
460;
461;Gruppe 4 (PV 2) LEE C114
462;Gruppe 4 (PV 2) LEE C114
463;
464;Gruppe 4 (PV 2) LEE C114
465;
466;
467;
468;Gruppe 1 (PV2) ML D28
469;Gruppe 5 (PV 2) LEE D101
470;Gruppe 2 (PV 2) HG E41
471;Gruppe 2 (PV 2) HG E41
472;
473;
474;Gruppe 2 (PV 2) HG E41
475;
476;Gruppe 1 (PV2) ML D28
477;
478;
479;Gruppe 4 (PV 2) LEE C114
480;
481;
482;
483;
484;Gruppe 4 (PV 2) LEE C114
485;Gruppe 1 (PV2) ML D28
486;
487;
488;Gruppe 6 - AL (PV 2) LEE C104
489;Gruppe 4 (PV 2) LEE C114
490;Gruppe 5 (PV 2) LEE D101
491;Gruppe 2 (PV 2) HG E41
492;
493;
494;Gruppe 1 (PV2) ML D28
495;Gruppe 3 (PV 2) LEE D105
496;Gruppe 1 (PV2) ML D28
497;
498;Gruppe 5 (PV 2) LEE D101
499;Gruppe 4 (PV 2) LEE C114
500;
501;
502;Gruppe 1 (PV2) ML D28
503;Gruppe 1 (PV2) ML D28
504;
#NV;
#NV;
