id;grp
160;
161;
162;
163;Gruppe 1 (PV 3) ML D28
164;Gruppe 1 (PV 3) ML D28
165;Gruppe 1 (PV 3) ML D28
166;Gruppe 1 (PV 3) ML D28
167;
168;
169;Gruppe 2 (PV 3) HG E41
170;Gruppe 4 (PV 3) LEE C114
171;Gruppe 1 (PV 3) ML D28
172;
173;
174;
175;Gruppe 4 (PV 3) LEE C114
176;Gruppe 2 (PV 3) HG E41
177;Gruppe 3 (PV 3) LEE D105
178;
179;
180;Gruppe 2 (PV 3) HG E41
181;
182;Gruppe 1 (PV 3) ML D28
183;
184;
185;Gruppe 4 (PV 3) LEE C114
186;
187;
188;Gruppe 1 (PV 3) ML D28
189;Gruppe 4 (PV 3) LEE C114
190;Gruppe 3 (PV 3) LEE D105
191;
192;Gruppe 1 (PV 3) ML D28
193;
194;Gruppe 1 (PV 3) ML D28
195;
196;
197;
198;
199;
200;
201;Gruppe 4 (PV 3) LEE C114
202;
203;
204;
205;Gruppe 3 (PV 3) LEE D105
206;
207;Gruppe 1 (PV 3) ML D28
208;Gruppe 4 (PV 3) LEE C114
209;
210;Gruppe 4 (PV 3) LEE C114
211;
212;
213;
214;
215;Gruppe 2 (PV 3) HG E41
216;
217;Gruppe 1 (PV 3) ML D28
218;Gruppe 5 (PV 3) LEE D101
219;Gruppe 2 (PV 3) HG E41
220;Gruppe 5 (PV 3) LEE D101
221;Gruppe 2 (PV 3) HG E41
222;Gruppe 4 (PV 3) LEE C114
223;
224;Gruppe 5 (PV 3) LEE D101
225;
226;
227;
228;Gruppe 4 (PV 3) LEE C114
229;Gruppe 6 - AL (PV 3) LEE C104
230;Gruppe 1 (PV 3) ML D28
231;
232;
233;Gruppe 2 (PV 3) HG E41
234;Gruppe 1 (PV 3) ML D28
235;
236;Gruppe 6 - AL (PV 3) LEE C104
237;
238;
239;Gruppe 4 (PV 3) LEE C114
240;Gruppe 3 (PV 3) LEE D105
241;
242;
243;
244;Gruppe 3 (PV 3) LEE D105
245;
246;
247;
248;Gruppe 2 (PV 3) HG E41
249;
250;Gruppe 3 (PV 3) LEE D105
251;
252;Gruppe 4 (PV 3) LEE C114
253;
254;Gruppe 4 (PV 3) LEE C114
255;
256;Gruppe 1 (PV 3) ML D28
257;
258;
259;
260;
261;
262;
263;Gruppe 2 (PV 3) HG E41
264;Gruppe 4 (PV 3) LEE C114
265;
266;
267;
268;
269;
270;Gruppe 4 (PV 3) LEE C114
271;
272;Gruppe 2 (PV 3) HG E41
273;
274;Gruppe 4 (PV 3) LEE C114
275;Gruppe 1 (PV 3) ML D28
276;Gruppe 1 (PV 3) ML D28
277;
278;
279;Gruppe 3 (PV 3) LEE D105
280;
281;Gruppe 4 (PV 3) LEE C114
282;
283;
284;Gruppe 5 (PV 3) LEE D101
285;Gruppe 3 (PV 3) LEE D105
286;Gruppe 5 (PV 3) LEE D101
287;
288;Gruppe 6 - AL (PV 3) LEE C104
289;
290;Gruppe 2 (PV 3) HG E41
291;Gruppe 1 (PV 3) ML D28
292;Gruppe 1 (PV 3) ML D28
293;Gruppe 4 (PV 3) LEE C114
294;Gruppe 2 (PV 3) HG E41
295;Gruppe 2 (PV 3) HG E41
296;
297;
298;Gruppe 2 (PV 3) HG E41
299;
300;
301;
302;
303;Gruppe 1 (PV 3) ML D28
304;Gruppe 4 (PV 3) LEE C114
305;Gruppe 6 - AL (PV 3) LEE C104
306;
307;Gruppe 4 (PV 3) LEE C114
308;Gruppe 1 (PV 3) ML D28
309;Gruppe 4 (PV 3) LEE C114
310;Gruppe 4 (PV 3) LEE C114
311;Gruppe 3 (PV 3) LEE D105
312;Gruppe 1 (PV 3) ML D28
313;
314;
315;Gruppe 4 (PV 3) LEE C114
316;
317;Gruppe 3 (PV 3) LEE D105
318;
319;Gruppe 4 (PV 3) LEE C114
320;
321;Gruppe 3 (PV 3) LEE D105
322;
323;
324;Gruppe 3 (PV 3) LEE D105
325;
326;
327;
328;Gruppe 4 (PV 3) LEE C114
329;
330;Gruppe 2 (PV 3) HG E41
331;Gruppe 1 (PV 3) ML D28
332;
333;
334;Gruppe 2 (PV 3) HG E41
335;
336;
337;
338;Gruppe 2 (PV 3) HG E41
339;Gruppe 4 (PV 3) LEE C114
340;
341;Gruppe 2 (PV 3) HG E41
342;
343;Gruppe 2 (PV 3) HG E41
344;
345;
346;Gruppe 3 (PV 3) LEE D105
347;Gruppe 2 (PV 3) HG E41
348;
349;Gruppe 1 (PV 3) ML D28
350;Gruppe 5 (PV 3) LEE D101
351;
352;
353;Gruppe 1 (PV 3) ML D28
354;Gruppe 2 (PV 3) HG E41
355;
356;Gruppe 1 (PV 3) ML D28
357;Gruppe 3 (PV 3) LEE D105
358;
359;Gruppe 1 (PV 3) ML D28
360;
361;
362;Gruppe 2 (PV 3) HG E41
363;Gruppe 1 (PV 3) ML D28
364;
365;Gruppe 2 (PV 3) HG E41
366;
367;
368;Gruppe 5 (PV 3) LEE D101
369;
370;Gruppe 4 (PV 3) LEE C114
371;Gruppe 3 (PV 3) LEE D105
372;
373;
374;
375;Gruppe 2 (PV 3) HG E41
376;
377;
378;Gruppe 1 (PV 3) ML D28
379;
380;
381;Gruppe 1 (PV 3) ML D28
382;
383;
384;Gruppe 6 - AL (PV 3) LEE C104
385;Gruppe 1 (PV 3) ML D28
386;
387;
388;Gruppe 1 (PV 3) ML D28
389;Gruppe 1 (PV 3) ML D28
390;
391;
392;Gruppe 1 (PV 3) ML D28
393;
394;Gruppe 6 - AL (PV 3) LEE C104
395;Gruppe 1 (PV 3) ML D28
396;
397;Gruppe 1 (PV 3) ML D28
398;Gruppe 4 (PV 3) LEE C114
399;
400;
401;
402;Gruppe 3 (PV 3) LEE D105
403;Gruppe 4 (PV 3) LEE C114
404;Gruppe 4 (PV 3) LEE C114
405;
406;
407;Gruppe 2 (PV 3) HG E41
408;
409;
410;
411;
412;
413;Gruppe 2 (PV 3) HG E41
414;
415;Gruppe 1 (PV 3) ML D28
417;Gruppe 1 (PV 3) ML D28
418;Gruppe 1 (PV 3) ML D28
419;
420;
421;Gruppe 3 (PV 3) LEE D105
422;Gruppe 3 (PV 3) LEE D105
423;
424;
425;
426;
427;
428;Gruppe 4 (PV 3) LEE C114
429;Gruppe 1 (PV 3) ML D28
430;Gruppe 2 (PV 3) HG E41
431;
432;Gruppe 2 (PV 3) HG E41
433;Gruppe 3 (PV 3) LEE D105
434;
435;
436;Gruppe 3 (PV 3) LEE D105
437;Gruppe 1 (PV 3) ML D28
438;Gruppe 1 (PV 3) ML D28
439;
440;Gruppe 1 (PV 3) ML D28
441;
442;Gruppe 2 (PV 3) HG E41
443;
444;
445;
446;Gruppe 3 (PV 3) LEE D105
447;Gruppe 1 (PV 3) ML D28
448;Gruppe 2 (PV 3) HG E41
449;
450;Gruppe 4 (PV 3) LEE C114
451;Gruppe 3 (PV 3) LEE D105
452;
453;Gruppe 1 (PV 3) ML D28
454;Gruppe 2 (PV 3) HG E41
455;
456;
457;Gruppe 3 (PV 3) LEE D105
458;Gruppe 1 (PV 3) ML D28
459;Gruppe 1 (PV 3) ML D28
460;
461;Gruppe 1 (PV 3) ML D28
462;Gruppe 4 (PV 3) LEE C114
463;
464;Gruppe 3 (PV 3) LEE D105
465;
466;
467;
468;
469;Gruppe 3 (PV 3) LEE D105
470;Gruppe 1 (PV 3) ML D28
471;
472;
473;
474;
475;
476;Gruppe 1 (PV 3) ML D28
477;
478;
479;Gruppe 1 (PV 3) ML D28
480;Gruppe 1 (PV 3) ML D28
481;
482;
483;
484;Gruppe 4 (PV 3) LEE C114
485;Gruppe 1 (PV 3) ML D28
486;
487;
488;
489;Gruppe 4 (PV 3) LEE C114
490;Gruppe 2 (PV 3) HG E41
491;Gruppe 4 (PV 3) LEE C114
492;Gruppe 1 (PV 3) ML D28
493;Gruppe 3 (PV 3) LEE D105
494;Gruppe 1 (PV 3) ML D28
495;Gruppe 3 (PV 3) LEE D105
496;Gruppe 1 (PV 3) ML D28
497;
498;Gruppe 3 (PV 3) LEE D105
499;Gruppe 1 (PV 3) ML D28
500;Gruppe 1 (PV 3) ML D28
501;
502;
503;Gruppe 1 (PV 3) ML D28
504;
#NV;
#NV;
#NV;
#NV;
