id;grp
178;
179;
180;Gruppe 2 (PV 5) HG E41
181;
182;Guppe 1 (PV 5) ML D28
183;Gruppe 2 (PV 5) HG E41
184;
185;
186;
187;
188;Guppe 1 (PV 5) ML D28
189;
190;
191;Guppe 1 (PV 5) ML D28
192;Guppe 1 (PV 5) ML D28
193;
194;Guppe 1 (PV 5) ML D28
195;
196;
197;
198;
199;
200;
201;Gruppe 4 (PV 5) LEE C114
202;
203;
204;
205;Gruppe 2 (PV 5) HG E41
206;
207;Guppe 1 (PV 5) ML D28
208;
209;
210;Gruppe 4 (PV 5) LEE C114
211;
212;
213;
214;
215;Gruppe 2 (PV 5) HG E41
216;
217;
218;Gruppe 5 (PV 5) LEE D101
219;Gruppe 2 (PV 5) HG E41
220;
221;Gruppe 2 (PV 5) HG E41
222;Gruppe 4 (PV 5) LEE C114
223;
224;
225;
226;
227;Guppe 1 (PV 5) ML D28
228;
229;Gruppe 6 - AL (PV 5) LEE C104
230;
231;
232;
233;Gruppe 2 (PV 5) HG E41
234;
236;Gruppe 6 - AL (PV 5) LEE C104
237;
238;Guppe 1 (PV 5) ML D28
239;
240;
241;
242;
243;
244;Gruppe 3 (PV 5) LEE D105
245;Gruppe 6 - AL (PV 5) LEE C104
246;Guppe 1 (PV 5) ML D28
247;
248;
249;
250;Gruppe 3 (PV 5) LEE D105
251;
252;Gruppe 4 (PV 5) LEE C114
253;
254;Gruppe 4 (PV 5) LEE C114
255;
256;Guppe 1 (PV 5) ML D28
257;
258;
259;
260;
261;
262;
263;Gruppe 2 (PV 5) HG E41
264;
265;
266;
267;
268;
269;
270;Gruppe 4 (PV 5) LEE C114
271;
272;
273;
274;Gruppe 3 (PV 5) LEE D105
275;
276;Guppe 1 (PV 5) ML D28
277;
278;
279;Gruppe 3 (PV 5) LEE D105
280;
282;
283;
284;Gruppe 5 (PV 5) LEE D101
285;Gruppe 3 (PV 5) LEE D105
286;Gruppe 3 (PV 5) LEE D105
287;
288;Gruppe 6 - AL (PV 5) LEE C104
289;Gruppe 3 (PV 5) LEE D105
290;Guppe 1 (PV 5) ML D28
291;
292;Guppe 1 (PV 5) ML D28
293;Gruppe 4 (PV 5) LEE C114
294;Guppe 1 (PV 5) ML D28
295;Gruppe 2 (PV 5) HG E41
296;
297;
298;Guppe 1 (PV 5) ML D28
299;
300;
301;Guppe 1 (PV 5) ML D28
302;
303;Gruppe 3 (PV 5) LEE D105
304;Gruppe 3 (PV 5) LEE D105
305;
306;
307;Gruppe 3 (PV 5) LEE D105
308;Guppe 1 (PV 5) ML D28
309;
310;Gruppe 3 (PV 5) LEE D105
311;
312;Guppe 1 (PV 5) ML D28
313;
314;
315;Guppe 1 (PV 5) ML D28
316;
317;Guppe 1 (PV 5) ML D28
318;
319;Gruppe 4 (PV 5) LEE C114
320;Guppe 1 (PV 5) ML D28
321;Gruppe 2 (PV 5) HG E41
322;Guppe 1 (PV 5) ML D28
323;
324;Gruppe 3 (PV 5) LEE D105
325;
326;Guppe 1 (PV 5) ML D28
327;
328;Gruppe 4 (PV 5) LEE C114
329;
330;Gruppe 2 (PV 5) HG E41
331;Guppe 1 (PV 5) ML D28
332;
334;Gruppe 3 (PV 5) LEE D105
335;
336;Guppe 1 (PV 5) ML D28
337;
338;Gruppe 3 (PV 5) LEE D105
339;
340;
341;
342;
343;Gruppe 3 (PV 5) LEE D105
344;
345;
346;Gruppe 5 (PV 5) LEE D101
347;Gruppe 2 (PV 5) HG E41
348;
349;
350;
351;
352;
353;
354;Gruppe 2 (PV 5) HG E41
355;
356;
357;Gruppe 3 (PV 5) LEE D105
358;
359;
360;
361;Guppe 1 (PV 5) ML D28
362;
363;
364;
365;
366;Guppe 1 (PV 5) ML D28
367;
368;Gruppe 5 (PV 5) LEE D101
369;Gruppe 3 (PV 5) LEE D105
370;Gruppe 4 (PV 5) LEE C114
371;Gruppe 3 (PV 5) LEE D105
372;
373;
374;
375;
376;
377;
378;
379;
380;
381;Guppe 1 (PV 5) ML D28
382;Guppe 1 (PV 5) ML D28
383;
384;Gruppe 6 - AL (PV 5) LEE C104
385;
386;
387;
388;
389;
390;
391;
392;
393;
394;Gruppe 6 - AL (PV 5) LEE C104
395;Guppe 1 (PV 5) ML D28
396;
397;Guppe 1 (PV 5) ML D28
398;
399;
400;
401;
402;Gruppe 3 (PV 5) LEE D105
403;Guppe 1 (PV 5) ML D28
404;Gruppe 4 (PV 5) LEE C114
405;
406;
407;Gruppe 3 (PV 5) LEE D105
408;
409;
410;
411;
412;
413;Gruppe 3 (PV 5) LEE D105
414;
415;Guppe 1 (PV 5) ML D28
417;Guppe 1 (PV 5) ML D28
418;
419;
420;
421;
422;Gruppe 3 (PV 5) LEE D105
423;
424;
425;
426;
427;
428;
429;Guppe 1 (PV 5) ML D28
430;Gruppe 5 (PV 5) LEE D101
431;
432;Gruppe 2 (PV 5) HG E41
433;Gruppe 4 (PV 5) LEE C114
434;
435;
436;
437;Guppe 1 (PV 5) ML D28
438;
439;
440;Guppe 1 (PV 5) ML D28
441;
442;Gruppe 3 (PV 5) LEE D105
443;
444;
445;
446;Gruppe 3 (PV 5) LEE D105
447;Gruppe 2 (PV 5) HG E41
448;
449;
450;Gruppe 2 (PV 5) HG E41
451;Gruppe 3 (PV 5) LEE D105
452;
453;Guppe 1 (PV 5) ML D28
454;Gruppe 3 (PV 5) LEE D105
455;
456;
457;Gruppe 3 (PV 5) LEE D105
458;Gruppe 4 (PV 5) LEE C114
459;
460;Guppe 1 (PV 5) ML D28
461;Guppe 1 (PV 5) ML D28
462;Gruppe 4 (PV 5) LEE C114
463;
464;Gruppe 3 (PV 5) LEE D105
465;
466;
467;
468;
469;
470;Guppe 1 (PV 5) ML D28
471;
472;
473;Gruppe 6 - AL (PV 5) LEE C104
474;
475;
476;Guppe 1 (PV 5) ML D28
477;
478;
479;
480;
481;
482;
483;
484;Guppe 1 (PV 5) ML D28
485;Guppe 1 (PV 5) ML D28
486;
487;
488;Gruppe 6 - AL (PV 5) LEE C104
489;Gruppe 4 (PV 5) LEE C114
490;Guppe 1 (PV 5) ML D28
491;Gruppe 4 (PV 5) LEE C114
492;
493;
494;Guppe 1 (PV 5) ML D28
495;Gruppe 3 (PV 5) LEE D105
496;Guppe 1 (PV 5) ML D28
497;
498;Gruppe 3 (PV 5) LEE D105
499;Gruppe 2 (PV 5) HG E41
500;
501;
502;
503;
504;Gruppe 3 (PV 5) LEE D105
#NV;
#NV;
#NV;
#NV;
#NV;
